NAME,PHONE,FAX,EMAIL,WEBSITE,RESTAURANT NAME,RESTAURANT ADDRESS,RESTAURANT CITY,RESTAURANT STATE,RESTAURANT ZIPCODE,RESTAURANT COUNTRY,RESTAURANT CATEGORY
Maria Leticia Trevino,          ,,,,Leticia'S Mexican Restaurant,20330 Huebner Rd,San Antonio,TX,78258,US,New Category
Steve Mcgarity,          ,,,,Steve'S Sno-Cone House,2038 Pleasanton Rd Ste 3,San Antonio,TX,78221,US,New Category
Lujan Enterprise Inc.,          ,,,,Big Lou'S Pizza,2048 S Ww White Rd,San Antonio,TX,78222,US,New Category
Tony Vasquez Lopez Jr,          ,,,,Tony'S,206 Brooklyn Ave,San Antonio,TX,78215,US,New Category
"Pizza Venture Of San Antonio, L.L.C.",          ,,,,Papa John'S Pizza # 3521,20711 Wilderness Oak Ste 111,San Antonio,TX,78258,US,New Category
"Js Jam Enterprises, Llc",(210) 403-9066,,,,Mcdonald'S,20750 Us Highway 281 N,San Antonio,TX,78258,US,New Category
"Wa Restaurants, Llc",(210) 620-8336,,,,Wing'S Army,20811 Us Highway 281 N Ste 430,San Antonio,TX,78258,US,New Category
Vickie Brewer Et Al,(830) 490-8222,,,,Schlotzsky'S Bakery Cafe #3546,20821 Us Highway 281 N Ste 102,San Antonio,TX,78258,US,New Category
Nelda E Cooper,(210) 241-3628,,,,Nel'S,210 E Glenview Dr,San Antonio,TX,78201,US,New Category
"Staggco Rigsby Wm, Llc",(210) 648-3151,,,,Mcdonald'S 28632,2100 Se Loop 410,San Antonio,TX,78220,US,New Category
Alicia Perales,          ,,,,Sharkey'S,2101 W Martin St,San Antonio,TX,78207,US,New Category
Judy A Ximenez,          ,,,,Marianito'S Extreme Texmex Grill,2102 Bandera Rd,San Antonio,TX,78228,US,New Category
"Z & H Foods, Inc.",          ,,,,Popeye'S #221,2107 Culebra Rd,San Antonio,TX,78228,US,New Category
Edward Garza Et Al,          ,,,,Gem'S Tavern,2110 Frio City Rd,San Antonio,TX,78226,US,New Category
"Logan'S Roadhouse Of Texas, Inc.",          ,,,,Logan'S Roadhouse,21119 Us Highway 281 N,San Antonio,TX,78258,US,New Category
"Polly Esther'S Of San Antonio, Llc",          ,,,,Polly Esther'S,212 College St,San Antonio,TX,78205,US,New Category
"Joe'S Crab Shack - Texas, Inc.",          ,,,,Joe'S Crab Shack,212 College St Ste 100,San Antonio,TX,78205,US,New Category
"Crab Addison, Inc.",(713) 366-7654,,,,Joe'S Crab Shack,212 College St Ste 100,San Antonio,TX,78205,US,New Category
"Zubha Foods, Llc.",          ,,,,Carl'S Jr #21,21202 Us Highway 281 N,San Antonio,TX,78258,US,New Category
"Staggco Southwest Military, Llc",(210) 924-7379,,,,Mcdonald'S 1703,2135 Sw Military Dr,San Antonio,TX,78224,US,New Category
Roberto Perez,          ,,,,J & R'S Hideout,2139 Frio City Rd,San Antonio,TX,78226,US,New Category
Robert Martinez,          ,,,,Benny'S Snack Shack,214 N Zarzamora St # 2,San Antonio,TX,78207,US,New Category
Amalia M Gutierrez,          ,,,,Amalia'S,2148 Cincinnati Ave,San Antonio,TX,78228,US,New Category
"Rofo'S, Inc.",          ,,,,Paloma River Walk,215 Losoya St,San Antonio,TX,78205,US,New Category
Miguel Olivarez,(210) 534-0951,,,,Eva'S Cafe,217 W Mitchell St,San Antonio,TX,78204,US,New Category
"Bohanan'S, Ltd.",          ,,,,Bohanan'S Prime Steak And Seafood,219 E Houston St Ste 275,San Antonio,TX,78205,US,New Category
Estela Vargas,(210) 226-2979,,,,Estella'S Mexican Restaurant,2200 W Martin St,San Antonio,TX,78207,US,New Category
Robert Salinas And Gloria Salinas,          ,,,,Bobby'G'S Old School Bbq & Catering,2203 Nogalitos,San Antonio,TX,78225,US,New Category
Liu'S Habachi Buffet Inc.,(361) 575-8787,,,,Liu'S Habachi Buffet Inc.,2203 Se Loop 410,San Antonio,TX,78220,US,New Category
Jaime Saul Posada,(210) 219-5123,,,,Destiny'S Grill & Bar,2205 S Gevers St,San Antonio,TX,78210,US,New Category
Jo Anne P Othon,(210) 226-7807,,,,J J'S Tavern,2209 Guadalupe St,San Antonio,TX,78207,US,New Category
"B & E Foods, Llc",          ,,,,Mama B'S Fishmarket,221 S Ww White Rd,San Antonio,TX,78219,US,New Category
Mariaelena Ramirez,          ,,,,Elena'S,2210 Fairburn St,San Antonio,TX,78228,US,New Category
Den-Tex Central Inc.,          ,,,,Denny'S Restaurant #7210,2210 Se Loop 410,San Antonio,TX,78220,US,New Category
"Harris & Ibarra Enterprises, L.L.C.",(210) 389-0848,,,,Smokey Mo'S,22106 Bulverde Rd Ste 108,San Antonio,TX,78259,US,New Category
"Sugah'S Shady Oaks Tavern, Llc",(830) 570-8006,,,,"Sugah'S Shady Oaks Tavern, Llc",22115 Us Highway 281 S,San Antonio,TX,78264,US,New Category
Georgia S Perez,(210) 923-9313,,,,Georgia'S Mexican Resturant,2214 Palo Alto Rd,San Antonio,TX,78211,US,New Category
Ana Valdez And Francisco Valdez,          ,,,,Sweet Ana'S Sweets,2218 Mission Vw,San Antonio,TX,78223,US,New Category
"Hasslocher Enterprises, Inc.",          ,,,,Jim'S #51,2221 Sw Military Dr,San Antonio,TX,78224,US,New Category
Mr & Mrs G'S Home Cooking And Pastries Inc.,          ,,,,Mr & Mrs G'S Home Cooking And Pastries Inc,2222 S Ww White Rd,San Antonio,TX,78222,US,New Category
"Pal Operating Company, L.L.C.",          ,,,,Arby'S,2223 E Evans Rd,San Antonio,TX,78259,US,New Category
"Z & H Foods, Inc.",          ,,,,Popeye'S #202,2225 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Sarita'S Restaurant, Inc.",          ,,,,Sarita'S Restaurant,2235 Lockhill Selma Rd,San Antonio,TX,78230,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #1267,22402 Us Highway 281 N,San Antonio,TX,78259,US,New Category
"Chicago Pizza Hospitality Holding, Inc.",          ,,,,Bj'S Restaurant & Brewhouse,22406 Us Highway 281 N Ste 100,San Antonio,TX,78258,US,New Category
"Chicago Pizza & Brewery, L.P.",          ,,,,Bj'S Restaurant & Brewhouse,22410 Us Highway 281 N,San Antonio,TX,78258,US,New Category
"Rita'S Enchilidas, Llc",(210) 748-0231,,,,"Rita'S Enchilidas, Llc",2249 Austin Hwy,San Antonio,TX,78218,US,New Category
Yang'S Golden Dragon Inc.,(210) 979-9957,,,,Yang'S Golden Dragon Inc,2249 Lockhill Selma Rd,San Antonio,TX,78230,US,New Category
"O'Casey, Ole!, Inc.",          ,,,,O'Casey'S Bed & Breakfast,225 W Craig Pl,San Antonio,TX,78212,US,New Category
Judy K Dinh,          ,,,,Hippo'S Grocery & Deli,226 Dwyer Ave,San Antonio,TX,78204,US,New Category
"Kenny Cotten'S, Llc",          ,,,,Cottens Barbecue,226 W Bitters Rd,San Antonio,TX,78216,US,New Category
"Los Roberto'S Taco Shop, Llc",(541) 390-5237,,,,Los Roberto'S Taco Shop,226 W Bitters Rd Ste 118,San Antonio,TX,78216,US,New Category
"J Dog & Company, Inc.",(713) 622-6000,,,,The Original Dave'S Cosmic Subs,22610 Us Highway 281 N Unit G05,San Antonio,TX,78258,US,New Category
Brenda Y Reyna Plascencia,          ,,,,Reyna'S Cafe,227 Aransas Ave,San Antonio,TX,78210,US,New Category
Amado V Tenorio,          ,,,,Tenorio'S Mexican Restaurant,2296 Bandera Rd,San Antonio,TX,78228,US,New Category
"Angel'S Mexican Haven, Inc.",          ,,,,Angel'S Mexican Haven Inc,2302 E Commerce St,San Antonio,TX,78203,US,New Category
Big'S Lp,          ,,,,Big'S Burger Joint,2303 N Loop 1604 W,San Antonio,TX,78257,US,New Category
"Fred'S Fish Fry, Inc.",          ,,,,Fred'S Fish Fry Inc,2303 N Zarzamora St,San Antonio,TX,78201,US,New Category
Sik Texas License Corp.,          ,,,,Carino'S Italian Grill,231 Loop 410 Sw,San Antonio,TX,78238,US,New Category
"Carino'S Italian Kitchen, Inc.",          ,,,,Johnny Carino'S Country Italian,231 Loop 410 Sw,San Antonio,TX,78238,US,New Category
Isabel M Juarez,          ,,,,Reinas'S Burgers & More,2310 Guadalupe St Ste 102,San Antonio,TX,78207,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Luby'S Cafeteria #08,2310 Sw Military Dr,San Antonio,TX,78224,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #0614,2310 Sw Military Dr Ste 101,San Antonio,TX,78224,US,New Category
Elraj F Sayyah And Azar M Sayyah,(210) 932-3308,,,,Santa Fe Grill,2310 Sw Military Dr Ste 104,San Antonio,TX,78224,US,New Category
Shinchin Inc,(210) 932-2808,,,,Subway Sandwiches,2310 Sw Military Dr Ste 105,San Antonio,TX,78224,US,New Category
Side Wok Cafe Southpark Inc,          ,,,,Side Wok Cafe,2310 Sw Military Dr Ste 106,San Antonio,TX,78224,US,New Category
"Chick-Fil-A, Inc.",          ,,,,Chick-Fil-A South Park Mall,2310 Sw Military Dr Ste 108,San Antonio,TX,78224,US,New Category
"Tyt Management South Park, Llc",(210) 921-0888,,,,Tyt Management South Park Llc,2310 Sw Military Dr Ste 109,San Antonio,TX,78224,US,New Category
Priman Llc,          ,,,,Pretzl Maker,2310 Sw Military Dr Ste 110,San Antonio,TX,78224,US,New Category
"Kaam, Inc.",          ,,,,The Creamery At South Park,2310 Sw Military Dr Ste 532,San Antonio,TX,78224,US,New Category
"San-Tex Restaurants, Inc.",(210) 736-1976,,,,Jack In The Box #934,2311 Fredericksburg Rd,San Antonio,TX,78201,US,New Category
Casabas Cantina Llc,(210) 888-8888,,,,Casabas Cantina,2313 Lockhill Selma Rd # 247,San Antonio,TX,78230,US,New Category
Nancy J Van Gundy,(210) 314-5952,,,,Reed'S Country Diner,2313 Nw Military Hwy,San Antonio,TX,78231,US,New Category
"D & R Bar, Inc.",(210) 340-9233,,,,Three Legged Monkey,2313 Nw Military Hwy,San Antonio,TX,78231,US,New Category
"Taste Of Dalian, Llc",(805) 300-8832,,,,Beijing,2313 Nw Military Hwy Ste 125,San Antonio,TX,78231,US,New Category
"Sonic Restaurants, Inc.",          ,,,,Sdi Of San Antonio #2973,2314 Thousand Oaks Dr,San Antonio,TX,78232,US,New Category
36Th & Hwy 90 Corp.,(210) 431-7900,,,,Mcdonald'S Restaurant,2315 Sw 36Th St,San Antonio,TX,78237,US,New Category
Rmmr Inc.,          ,,,,Del Fuego Char Grill & Cantina,2318 N Loop 1604 W,San Antonio,TX,78248,US,New Category
Roger'S Ranch Fire Hydrant Llc,(210) 493-2204,,,,Del Fuegos,2318 N Loop 1604 W,San Antonio,TX,78248,US,New Category
Carl Preston Bates,(210) 735-1955,,,,Burger-Boy,2323 N Saint Marys,San Antonio,TX,78212,US,New Category
"Hanger 18, Inc.",          ,,,,Hangar Too,2323 Quintana Rd,San Antonio,TX,78211,US,New Category
"Southcross Foods, Llc",          ,,,,Tj'S Hamburgers,2323 W Southcross Blvd,San Antonio,TX,78211,US,New Category
Phillip Priolo,          ,,,,Phillip Priolo,2324 Blanco Rd,San Antonio,TX,78212,US,New Category
Pradeepkumar T Bhakta,(210) 670-1374,,,,Pinnroadmotel,2327 Pinn Rd,San Antonio,TX,78227,US,New Category
Sherry Lynn Qualls And Raymond Scott Qualls,          ,,,,Coyote Crossing Saloon,23285 Mathis Rd,San Antonio,TX,78264,US,New Category
"Dgmb Associates, Inc.",          ,,,,"Dgmb Associates, Inc.",233 E Houston St,San Antonio,TX,78205,US,New Category
"San Antonio Palm Restaurant, Inc.",(713) 977-2544,,,,Palm Restaurant,233 E Houston St,San Antonio,TX,78205,US,New Category
Pablo Cantu,          ,,,,P C Vending,233 Monticello,San Antonio,TX,78223,US,New Category
"Compass One, Llc",(704) 328-4000,,,,"Compass One, Llc #26284 Nustar",2330 N Loop 1604 W,San Antonio,TX,78248,US,New Category
